ASSOC_ID,FEATURE,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_FEATURE_neg,N_FEATURE_pos,FEATURE_pos_logIC50_MEAN,FEATURE_neg_logIC50_MEAN,FEATURE_delta_MEAN_IC50,FEATURE_IC50_effect_size,FEATURE_neg_Glass_delta,FEATURE_pos_Glass_delta,FEATURE_neg_IC50_sd,FEATURE_pos_IC50_sd,FEATURE_IC50_T_pval,ANOVA_FEATURE_pval,ANOVA_TISSUE_pval,ANOVA_MSI_pval,ANOVA_MEDIA_pval,ANOVA_FEATURE_FDR
1,United States,2,Number US People Killed,Hijacking,9701,60,0.5166666666666667,0.0016493145036594165,0.5150173521630073,5.654542426548893,6.904257678859749,0.7615528861125072,0.07459416726869084,0.6762726024084974,0.0,0.0,,,,0.0
2,Bali (Province),2,Number US People Killed,Hijacking,9756,5,1.4,0.004100041000410004,1.39589995899959,14.781125208048717,16.266602923238032,0.7160815698050668,0.08581385834441466,1.9493588689617927,4.608504490970224e-227,4.608504491023778e-227,,,,5.6592435149772e-222
3,Target type Unknown,3,Success,Hijacking,12193,292,40.75342465753425,90.47814319691626,-49.72471853938202,1.6593492142716253,1.6940329796544997,1.0102147876735241,29.352863336535183,49.221927006132674,1.2905354913232153e-167,1.2905354912933486e-167,,,,1.0565183888721548e-162
4,Bali (Province),1,Number People Killed,Hijacking,12204,5,45.4,1.2627007538511963,44.1372992461488,11.43819532946614,11.778560431687795,0.8652210450322738,3.7472575279578706,51.012743505912326,1.5349447557523324e-140,1.5349447557357872e-140,,,,9.424560800217733e-136
5,Bali (Province),6,Number US Wounded,Hijacking,9738,3,2.3333333333333335,0.005647976997330047,2.3276853563360036,13.276617808951663,14.06481466682593,0.575952757315432,0.16549705143475615,4.041451884327381,5.8193026908255736e-114,5.8193026908035566e-114,,,,2.858441481722707e-109
6,Metropolitian Manila,2,Number US People Killed,Hijacking,9740,21,0.47619047619047616,0.0037987679671457907,0.4723917082233304,4.862738416609748,5.7013547345425035,0.4205222470035966,0.08285604566249406,1.123345344008138,4.071858124733149e-107,4.071858124733817e-107,,,,1.6667472590577095e-102
7,Multinational,2,Number US People Killed,Hijacking,9733,28,0.39285714285714285,0.003698756806739957,0.38915838605040287,3.996240309642367,4.730358041883608,0.3914956946693024,0.08226827284630693,0.9940297973880049,8.167225514910357e-97,8.167225514963274e-97,,,,2.8655294092499716e-92
8,Bali (Province),5,Number Wounded,Hijacking,12018,5,80.0,2.1516891329672156,77.84831086703278,9.268318744618105,9.366711118012365,1.160494100214806,8.311168123604132,67.08203932499369,9.784193620254758e-94,9.78419362019176e-94,,,,3.00374744139887e-89
9,West Java,4,Damaged Property Value,Hijacking,2695,6,3699934.0,20645.566897959186,3679288.433102041,8.686373920224346,17.154417730706836,0.43342598030081064,214480.51987891278,8488850.692679992,8.178892297852286e-93,8.178892297896681e-93,,,,2.2319288315149167e-88
10,Kuala Lumpur,6,Number US Wounded,Hijacking,9736,5,1.6,0.005546425636811832,1.5944535743631882,9.041054167670028,9.916029799840913,0.44566332240545065,0.16079556098034,3.5777087639996634,5.138245793647488e-89,5.138245793640733e-89,,,,1.261953166918164e-84
11,Pampanga,2,Number US People Killed,Hijacking,9738,23,0.391304347826087,0.00390223865270076,0.3874021091733862,3.961448946145982,4.125723116427617,0.6644663861042762,0.09389920221035825,0.583027399541909,7.011863282324332e-79,7.011863282328831e-79,,,,1.5655578383090551e-74
12,Explosives,5,Number Wounded,Hijacking,7047,4976,3.91217845659164,0.9638143891017454,2.9483640674898943,0.3500037674714441,0.7104959037023905,0.24311753407237888,4.149727045752107,12.12731972928013,1.504208027082464e-78,1.5042080270795885e-78,,,,3.078612428756225e-74
13,BombingExplosion,5,Number Wounded,Hijacking,7312,4711,3.96476331988962,1.036788840262582,2.9279744796270384,0.3474222794454948,0.6737926974861795,0.23751826738258586,4.3455123371785955,12.327365435479381,4.0100464473538225e-76,4.0100464473464945e-76,,,,7.575903134371532e-72
14,Multinational,6,Number US Wounded,Hijacking,9717,24,0.6666666666666666,0.004733971390346815,0.6619326952763198,3.7397177905281147,4.381211368690699,0.34775098919904374,0.15108440099618722,1.9034674690672024,1.44939651298737e-73,1.4493965129866667e-73,,,,2.5426555970680385e-69
15,United States,6,Number US Wounded,Hijacking,9696,45,0.4444444444444444,0.004331683168316832,0.4401127612761276,2.4791457186706687,2.991688863594005,0.29624828029063116,0.1471118091964306,1.485621320212761,5.4361486844976205e-61,5.4361486844815545e-61,,,,8.900787446057798e-57
16,Assassination,3,Success,Hijacking,11085,1400,76.78571428571429,90.89760938204782,-14.111895096333527,0.4615973221896745,0.49058219736163455,0.33412756201703875,28.765607827246306,42.2350524187343,6.071558200495055e-59,6.07155820048984e-59,,,,9.319841837751904e-55
17,Province Unknown,1,Number People Killed,Hijacking,11635,574,3.8501742160278747,1.154018048990116,2.696156167037759,0.6878949358244602,0.738215746211921,0.35889856293723654,3.6522604413043345,7.512306945372911,1.197100970740441e-57,1.1971009707281546e-57,,,,1.7294588141813812e-53
18,Multinational,5,Number Wounded,Hijacking,11995,28,25.821428571428573,2.1288870362651107,23.692541535163464,2.7967577957393916,2.9132334672045506,0.46735269747237507,8.132730109646207,50.69520656091627,5.165739985042586e-49,5.165739985025264e-49,,,,7.04836522401225e-45
19,Jemaah Islamiya (JI),5,Number Wounded,Hijacking,11947,76,15.723684210526315,2.0979325353645266,13.625751675161789,1.6068905541640224,1.6990423791096747,0.3807696445402028,8.019665573204772,35.784763492939476,5.682000027479041e-44,5.682000027458329e-44,,,,7.34473266707245e-40
20,Papua (Province),6,Number US Wounded,Hijacking,9735,6,1.0,0.005752439650744736,0.9942475603492552,5.575664532646661,5.865582646157295,0.4058998668104499,0.16950533652451633,2.449489742783178,4.697873943822795e-42,4.6978739438116516e-42,,,,5.768989203000708e-38
21,Armed Assault,1,Number People Killed,Hijacking,7922,4287,1.9314205738278516,0.9286796263569805,1.002740947470871,0.255037678995507,0.250289875633947,0.26457264368286326,4.006318453477503,3.7900401701123414,5.93338302334521e-41,5.933383023350942e-41,,,,6.939232716833291e-37
